Id,Name,Age,Grade,LetterGrade
S1607,Ray Mabus,31,98.44852065,H
S1608,John Landis,26,64.54834723,H
S1609,Enid Nemy,21,56.43423898,H
S1610,Leah Rabin,24,71.12719988,H
S1611,Marcello Mastroianni,26,72.56387289,H
S1612,Craig Lucas,23,74.67368297,H
S1613,Charlie LeDuff,28,85.14964149,H
S1614,Winslow Homer,23,94.83436621,H
S1615,Ted Turner,35,80.97194345,H
S1616,Mstislav Rostropovich,36,52.99503573,H
S1617,Martin T Meehan,32,92.35416102,H
S1618,Darryl Hamilton,37,60.57518331,H
S1619,Sally Field,31,97.61176757,H
S1620,Suzanne Vega,23,91.06100305,H
S1621,Jackie Robinson,18,96.33469569,H
S1622,Linda Greenhouse,36,76.3544048,H
S1623,Rick Perry,20,88.57340266,H
S1624,Spike Lee,36,57.86308007,H
S1625,Greg Louganis,36,83.57939892,H
S1626,Tim Couch,22,70.60151684,H
S1627,Richard Stoltzman,18,72.69835207,H
S1628,William C Rhoden,32,77.6775071,H
S1629,Theodore E McCarrick,22,95.85824954,H
S1630,Mickey Rourke,34,54.98668612,H
S1631,Pinchas Zukerman,23,87.78811144,H
S1632,Carl Everett,25,88.74739821,H
S1633,Tim Duncan,27,65.00865799,H
S1634,Jean Nouvel,22,70.56671171,H
S1635,Roberto Micheletti,23,50.55583679,H
S1636,Olympia J Snowe,35,56.01407127,H
S1637,Hans Christian Andersen,30,74.14629226,H
S1638,Doc Rivers,26,75.02892367,H
S1639,Tom Cruise,21,64.36122049,H
S1640,Andrew M Cuomo,32,91.74273763,H
S1641,Herman D Jr Farrell,34,69.27122511,H
S1642,Pat Hurst,30,66.06615448,H
S1643,Colin Montgomerie,22,53.17543047,H
S1644,Bob Hope,31,96.31277237,H
S1645,Otto Schily,22,62.36902829,H
S1646,John Lee Malvo,25,69.46406582,H
S1647,Alec Guinness,36,70.66841214,H
S1648,Luciano Pavarotti,34,86.3493548,H
S1649,Dara Torres,23,73.31974194,H
S1650,Joe Moakley,18,58.59246943,H
S1651,William S Burroughs,19,73.62277241,H
S1652,Owen Wilson,21,82.47982672,H
S1653,Garland Jr Burrell,23,89.25508458,H
S1654,James Earl Jones,20,64.40601316,H
S1655,Jack Kent Cooke,30,62.81434896,H
S1656,Sterling Hitchcock,34,64.05574688,H
S1657,Louise Erdrich,34,62.10614993,H
S1658,Larry Doby,27,63.47058108,H
S1659,Robert Rauschenberg,34,88.88457161,H
S1660,Haile Gebrselassie,31,53.42501033,H
S1661,Carolyn B Maloney,29,86.37253033,H
S1662,Joseph M Arpaio,30,80.16197279,H
S1663,James Gandolfini,32,73.02155998,H
S1664,Andy Warhol,36,77.88875706,H
S1665,Apolo Anton Ohno,36,60.03117353,H
S1666,Jay M Pasachoff,36,74.02143925,H
S1667,Theodore Roosevelt,23,57.04646626,H
S1668,Burt Lancaster,32,64.64680856,H
S1669,Larry A Silverstein,22,94.96074057,H
S1670,Leon Botstein,37,90.22590015,H
S1671,Yoko Ono,36,79.17789984,H
S1672,Max Frankel,30,77.26817916,H
S1673,Charlie Chaplin,21,96.88624236,H
S1674,Jessica Tandy,34,72.2978283,H
S1675,Dick Cheney,21,62.21925333,H
S1676,Abdul Aziz al- Hakim,24,71.22817276,H
S1677,Pavel P Borodin,29,93.2666183,H
S1678,Jerry Garcia,32,57.93103656,H
S1679,Megan Kanka,31,63.44445374,H
S1680,Nomar Garciaparra,18,96.36111587,H
S1681,Evan Bayh,31,92.29903144,H
S1682,Edward S Lampert,32,74.58811403,H
S1683,Sidney Poitier,19,70.54853388,H
S1684,Daniel E Lungren,34,72.10198974,H
S1685,Sam Shepard,23,97.18159183,H
S1686,William M Daley,33,77.4564647,H
S1687,Sari Nusseibeh,18,77.31743819,H
S1688,Lleyton Hewitt,36,75.0621789,H
S1689,David Zinman,22,68.49235231,H
S1690,W Ann Reynolds,36,90.84638748,H
S1691,Henry Akinwande,18,59.32653336,H
S1692,Linda Fairstein,32,58.7557364,H
S1693,Jane Dee Hull,22,61.87957536,H
S1694,Juwan Howard,20,87.99414204,H
S1695,William T Esrey,22,94.96942835,H
S1696,Joyce Maynard,23,93.34037576,H
S1697,Arthur Schnitzler,28,54.39021359,H
S1698,Bill Pulsipher,20,96.42413231,H
S1699,Sigourney Weaver,28,74.51570169,H
S1700,Kordell Stewart,19,78.25084598,H
S1701,Charles Wuorinen,29,70.64773144,H
S1702,Mark Woodforde,24,60.68658318,H
S1703,Barbara Bush,29,75.60172249,H
S1704,Sonia Gandhi,33,62.99172889,H
S1705,John D Dingell,35,98.95743701,H
S1706,Peter Gatien,37,76.8379399,H
S1707,John C Liu,33,76.626212,H
S1708,Peter Braunstein,27,70.53576391,H
S1709,Elmore Leonard,24,72.38376064,H
S1710,Rahm Emanuel,31,55.48379837,H
S1711,Ira Levin,21,77.84906393,H
S1712,William Joppy,22,99.4672334,H
S1713,Benjamin Franklin,28,81.99960065,H
S1714,Johnnie L Jr Cochran,27,87.32132186,H
S1715,Thomas Jefferson,25,93.74914737,H
S1716,Michael G Mullen,36,58.85619416,H
S1717,Albert Costa,26,56.95005146,H
S1718,Aaron Burr,27,90.74323421,H
S1719,Angela Gheorghiu,31,58.79075714,H
S1720,Wolfgang Sawallisch,29,59.02800115,H
S1721,Joseph C 4TH Wilson,20,51.2628712,H
S1722,Anthony Lake,18,79.12435249,H
S1723,Jeromy Burnitz,30,85.86012468,H
S1724,Alfred E Kahn,32,96.36289347,H
S1725,John Irving,24,63.88053307,H
S1726,Jean Paul Gaultier,22,58.06557804,H
S1727,Denzel Washington,32,82.72071748,H
S1728,Kenny Lofton,26,90.66486773,H
S1729,Edward Albee,18,89.48225728,H
S1730,James B Stewart,20,62.10267824,H
S1731,Jonathan Raban,25,85.81471984,H
S1732,Nicolae Ceausescu,20,92.73906568,H
S1733,Felipe Calderon,28,70.90400879,H
S1734,Billy Bob Thornton,23,82.78450021,H
S1735,Philip Bosco,24,95.43323574,H
S1736,Kenny Perry,27,93.35129383,H
S1737,Laurel Salton Clark,30,68.41892081,H
S1738,Derrick Coleman,37,65.38718402,H
S1739,Mark Cuban,28,58.58071438,H
S1740,Elvis Costello,26,90.70216808,H
S1741,Mohammed Riza Pahlevi,25,70.37061021,H
S1742,Steve Strunsky,23,93.32200449,H
S1743,Bruce Willis,24,53.42078343,H
S1744,Janet Maslin,26,70.83585015,H
S1745,Donald J Boudreaux,32,76.63999263,H
S1746,Marcelo Rios,37,66.45308398,H
S1747,Anna Kisselgoff,28,87.33687877,H
S1748,Robert W Sweet,35,50.96098286,H
S1749,Eric K Shinseki,37,53.40043751,H
S1750,David Berkowitz,25,65.11266969,H
S1751,Leonardo DiCaprio,33,81.76935584,H
S1752,Bob Stoops,31,94.53288305,H
S1753,Scott Layden,32,75.07045137,H
S1754,Theresa Rebeck,20,81.11358357,H
S1755,Robert B Parker,34,75.81058768,H
S1756,Mark McGwire,36,97.93729157,H
S1757,James C Greenwood,32,85.28259636,H
S1758,Tom Hayden,31,65.96539445,H
S1759,Sali Berisha,27,72.22440264,H
S1760,Bob Arum,29,94.51664252,H
S1761,Eric Lichtblau,31,61.19618558,H
S1762,Susan Stroman,31,77.55060933,H
S1763,Kurt Vonnegut,26,84.25556834,H
S1764,Stanley Kubrick,31,99.25472965,H
S1765,Eric Mangini,33,95.69657568,H
S1766,Peter Gelb,30,82.7136738,H
S1767,Gustave Flaubert,24,84.29656363,H
S1768,Wilbert Rideau,31,57.05105559,H
S1769,Libra Chen Shui-Bian,35,80.19092684,H
S1770,Saeb Erekat,35,90.14674494,H
S1771,Claude Debussy,20,94.82350768,H
S1772,William J Broad,22,73.36717852,H
S1773,Bernard Tschumi,31,55.10903129,H
S1774,Ted Danson,37,58.47174964,H
S1775,John Frankenheimer,29,76.27377113,H
S1776,Mikhail M Kasyanov,23,94.91567625,H
S1777,Ken Salazar,31,86.75923572,H
S1778,Barry Levinson,22,94.24034346,H
S1779,George Balanchine,21,82.04198295,H
S1780,Don Mattingly,32,83.51322702,H
S1781,Gary E Johnson,35,63.30491743,H
S1782,Kent Graham,24,70.59747619,H
S1783,Billy Graham,37,97.23734385,H
S1784,Robert Pinsky,35,80.7194643,H
S1785,Denise Cote,26,88.72190265,H
S1786,David Hicks,34,57.80069855,H
S1787,Alexander Hamilton,34,63.93309526,H
S1788,Ray Lucas,37,53.38030061,H
S1789,Libra Mobutu Sese Seko,32,65.91123847,H
S1790,Eli Manning,26,66.32607762,H
S1791,Michael J Bragman,25,85.38730883,H
S1792,I Lewis Jr Libby,33,94.53944217,H
S1793,Mike Holmgren,18,52.25019887,H
S1794,Martin Puryear,27,96.42472248,H
S1795,James Brown,22,64.23316626,H
S1796,John Darnton,36,94.13948403,H
S1797,Katie Roiphe,21,57.64661687,H
S1798,Ravi Shankar,23,94.16320416,H
S1799,Orel Hershiser,30,69.31552518,H
S1800,Marilyn Horne,34,86.16195201,H
S1801,Franz Welser-Most,30,57.7607609,H
S1802,Timothy F Geithner,20,80.1975568,H
S1803,Frank Decaro,30,94.91786031,H
S1804,Sam Rockwell,36,77.69506046,H
S1805,Sadako Ogata,18,50.50517556,H
S1806,Ted Koppel,22,93.29453468,H
S1807,Harrison Ford,28,97.70120202,H
S1808,Roger M Mahony,27,87.3712448,H
S1809,Charlie Haden,20,75.39476725,H
S1810,Dirk Nowitzki,35,94.21439182,H
S1811,Felix G Rohatyn,34,84.92385269,H
S1812,Tim Henman,30,55.01076033,H
S1813,Francis Mer,28,73.83064456,H
S1814,Elvis Mitchell,31,86.72714746,H
S1815,Richard Krajicek,25,61.7726614,H
S1816,Gyorgy Ligeti,27,51.52228805,H
S1817,Harold W Jr Gehman,18,59.55854582,H
S1818,Tom Ford,36,58.37423649,H
S1819,Judith Jamison,24,55.13962295,H
S1820,Jesse Gelsinger,18,92.89472284,H
S1821,Vladimir Feltsman,36,93.98261447,H
S1822,Edgardo Alfonzo,30,63.4108385,H
S1823,Domingo Cavallo,36,58.51602254,H
S1824,Isaac Mizrahi,25,50.85360422,H
S1825,John Major,32,97.29397768,H
S1826,Danny Wuerffel,28,97.5177952,H
S1827,Henry J Lyons,20,88.26348266,H
S1828,John C Malone,23,86.4417777,H
S1829,Thomas Keller,37,96.64190455,H
S1830,Edith Wharton,33,94.018053,H
S1831,George J Tenet,25,61.00704806,H
S1832,Frank Padavan,31,99.01920297,H
S1833,Eric Alterman,26,89.88811238,H
S1834,Brendan Gill,24,99.09411139,H
S1835,Shaun Ellis,27,62.12611175,H
S1836,Ruth Ann Swenson,18,84.24140099,H
S1837,Don Imus,22,51.37159445,H
S1838,Gene C McKinney,24,85.40304667,H
S1839,Guillermo Linares,30,99.17968223,H
S1840,Nick Price,33,72.24352636,H
S1841,J Dennis Hastert,31,55.45964659,H
S1842,John Galliano,18,50.56950957,H
S1843,Jean-Marie Le Pen,33,63.66897849,H
S1844,Bryan Cox,26,76.57825715,H
S1845,Hugh Hefner,31,91.27541865,H
S1846,Maher Arar,27,52.87630143,H
S1847,Parker Posey,30,63.05707482,H
S1848,Harvey Gantt,28,83.97303792,H
S1849,Brad Grey,26,70.48552614,H
S1850,Morgan Freeman,28,73.68444505,H
S1851,Denny Chin,34,95.32878008,H
S1852,Leo Hun Sen,21,63.09956852,H
S1853,Linford Christie,29,91.83523659,H
S1854,Viktor F Yanukovich,25,89.90040396,H
S1855,Jeffrey Archer,34,52.1721707,H
S1856,Hosni Mubarak,29,55.13833623,H
S1857,Mike DeWine,27,73.96370766,H
S1858,Ashley Judd,18,66.11408686,H
S1859,William J Bratton,22,88.74364543,H
S1860,Mario Batali,34,97.76564082,H
S1861,Daniel L Doctoroff,22,82.91061203,H
S1862,Sarah Jessica Parker,37,83.31663898,H
S1863,Richard P Matsch,29,52.71103842,H
S1864,David A Kessler,23,63.59061569,H
S1865,Judith Nathan,24,80.85551253,H
S1866,Cesar Pelli,30,71.52779785,H
S1867,Wilt Chamberlain,27,54.83477107,H
S1868,Eddie Murray,18,54.18801764,H
S1869,Victor Borge,28,96.6963092,H
S1870,Carlos Ghosn,18,76.39403436,H
S1871,Lisa Raymond,36,73.99355506,H
S1872,Laurence H Tribe,23,77.87361894,H
S1873,Pierre Bonnard,29,97.64234929,H
S1874,Al Amin Khalifa Fhimah,33,51.82762358,H
S1875,Claire Messud,32,90.45452499,H
S1876,Ahmed Omar Sheikh,25,95.49296338,H
S1877,Billy Joel,32,77.11561118,H
S1878,Amy Watkins,21,84.23691294,H
S1879,Christa Worthington,23,99.2639234,H
S1880,Stephen Daldry,27,54.91923041,H
S1881,Bode Miller,29,74.79639411,H
S1882,Eric E Schmidt,19,76.96050272,H
S1883,William Shakespeare,29,54.65307039,H
S1884,Frank Stronach,19,82.02925348,H
S1885,Miuccia Prada,18,81.99991551,H
S1886,Andras Schiff,26,64.90494679,H
S1887,Anwar El- Sadat,37,58.71029012,H
S1888,Joe Mcilvaine,29,83.12244816,H
S1889,Wes Craven,27,87.86162217,H
S1890,Joseph Estrada,28,74.40162646,H
S1891,Tony Kushner,37,88.36816606,H
S1892,Norman Pearlstine,27,96.1898984,H
S1893,Bob Costas,36,99.11286087,H
S1894,Heriberto Seda,18,60.86742398,H
S1895,Oscar Wilde,37,78.20696443,H
S1896,Ethan Bronner,29,84.86619633,H
S1897,Thomas Keneally,27,74.66007934,H
S1898,Michael D Capellas,28,58.02308322,H
S1899,Martina Navratilova,32,65.93642141,H
S1900,William J McDonough,34,71.87465438,H
S1901,Barry R McCaffrey,33,94.40528289,H
S1902,Jerry Colangelo,22,76.77564306,H
S1903,Robert K Kraft,21,50.7575835,H
S1904,Anna Nicole Smith,35,55.09490749,H
S1905,John Cheever,37,95.96280121,H
S1906,Aretha Franklin,21,94.96548556,H
S1907,Alfonso Soriano,29,62.10805604,H
S1908,Dan Glickman,32,85.32469418,H
S1909,Bonnie Fuller,19,89.00045051,H
S1910,Patty Schnyder,34,69.61288867,H
S1911,George Frederick Handel,18,71.83460987,H
S1912,Milt Bearden,32,91.32032562,H
S1913,John W Warner,29,77.68800832,H
S1914,Frank Wildhorn,24,64.56587276,H
S1915,Georg Solti,35,60.57156638,H
S1916,Stephen W Hawking,22,60.61579089,H
S1917,Keyshawn Johnson,19,57.04851239,H
S1918,Michiko Kakutani,27,82.50344146,H
S1919,Tracy McGrady,30,97.46413644,H
S1920,Jennifer M Granholm,31,95.92453276,H
S1921,John Kenneth Galbraith,33,93.72066776,H
S1922,Harry S Truman,24,62.60379092,H
S1923,Bob Mackie,36,90.49305379,H
S1924,Kathleen Chalfant,35,66.09910655,H
S1925,Gary Sheffield,36,76.3159094,H
S1926,Karen Akers,22,88.96950808,H
S1927,Stephen G Breyer,29,97.55432442,H
S1928,Lee Child,26,63.11831621,H
S1929,Juliette Binoche,35,66.57352558,H
S1930,Jacques Pepin,23,74.47618835,H
S1931,Heath Ledger,35,95.42438114,H
S1932,Jane E Brody,21,93.72466804,H
S1933,Carlos Slim Helu,26,88.75435022,H
S1934,Steven P Jobs,18,76.47810916,H
S1935,Frank R Lautenberg,24,67.9867166,H
S1936,Richard Wagner,20,56.8162289,H
S1937,Bill de Blasio,22,97.30141754,H
S1938,Harvey Keitel,25,64.44778975,H
S1939,Martin Short,23,87.69715815,H
S1940,Samuel J LeFrak,19,65.53088829,H
S1941,John Goodman,22,78.07493085,H
S1942,Edolphus Towns,26,52.21834872,H
S1943,Harry Partch,30,52.10794083,H
S1944,Kirby Puckett,20,73.19319904,H
S1945,Fred W Friendly,31,97.03700978,H
S1946,O J Simpson,18,58.23011498,H
S1947,Vaughn R Walker,18,60.32288015,H
S1948,Betsey Johnson,32,89.04078391,H
S1949,Brian Dennehy,33,76.44360483,H
S1950,Mike Piazza,21,60.09279158,H
S1951,Thomas Eakins,22,54.30455157,H
S1952,John Williams,25,69.38899129,H
S1953,Peter Ilyich Tchaikovsky,27,94.23783473,H
S1954,Patsy Ramsey,26,85.23597462,H
S1955,John Garamendi,19,74.72040262,H
S1956,Richard Li,32,69.4178361,H
S1957,Michael Feinstein,33,82.93596844,H
S1958,Phil Jackson,18,67.65806386,H
S1959,Tyler Perry,18,72.98994393,H
S1960,Nikita S Khrushchev,24,77.14132657,H
S1961,George Ryan,35,94.62286101,H
S1962,Abu Bakar Bashir,19,86.59981072,H
S1963,Christopher Durang,35,80.74348867,H
S1964,Sanford I Weill,19,68.19402982,H
S1965,Christopher S Bond,37,69.73907651,H
S1966,Gary Player,18,76.66263106,H
S1967,Daisuke Matsuzaka,27,74.48630872,H
S1968,Eliot Feld,36,91.89833685,H
S1969,John Markoff,18,56.35049526,H
S1970,Joseph I Lieberman,25,83.69721278,H
S1971,Robert C Byrd,26,88.79967302,H
S1972,Arturo Gatti,32,50.07246474,H
S1973,David E Bonior,24,89.12987631,H
S1974,P V Narasimha Rao,34,96.89567319,H
S1975,David D McKiernan,33,71.70417186,H
S1976,William Langewiesche,37,60.63163803,H
S1977,Don Nelson,37,95.74356632,H
S1978,Bobby Valentine,18,52.1774405,H
S1979,Jean-Pierre Raffarin,27,60.05252552,H
S1980,Shamil Basayev,23,90.23610255,H
S1981,Steven A Ballmer,30,79.5667904,H
S1982,Bobby Short,30,72.63032621,H
S1983,Kay Bailey Hutchison,35,50.30352098,H
S1984,Sam Nunn,24,66.57814025,H
S1985,Harry Reid,25,65.86367986,H
S1986,Abdurrahman Wahid,28,94.99247731,H
S1987,Anne Tyler,32,94.02053235,H
S1988,Janica Kostelic,26,55.62307796,H
S1989,John Fitzgerald Kennedy,33,77.16796767,H
S1990,Judith Regan,33,72.61561918,H
S1991,Bob Weinstein,24,80.38083973,H
S1992,Benny Carter,24,70.71818908,H
S1993,Michel Camdessus,20,74.15215284,H
S1994,Erica Jong,34,50.2990623,H
S1995,Mohammed Saddiq Odeh,23,60.71831026,H
S1996,Derrick Bell,30,52.60301224,H
S1997,Dorothy Parker,25,84.11549206,H
S1998,Roger Rees,20,91.33094871,H
S1999,Henry J Stern,29,71.81858509,H
S2000,Mahmoud Abdul-Rauf,24,72.05071029,H

